Customer,recency,frequency,monetary,R_Quartile,F_Quartile,M_Quartile,RFMClass
Jennifer Wilson,169,3,80.96,3,3,3,333
Jennifer Wood,249,1,21.49,3,4,4,344
Jennifer Wright,358,2,59.980000000000004,4,3,3,433
Jennifer Young,1096,1,3578.27,4,4,1,441
Jenny Andersen,193,3,6029.57,3,3,1,331
Jenny Becker,168,3,92.97,3,3,3,333
Jenny Cai,230,1,21.49,3,4,4,344
Jenny Chande,339,1,4.99,4,4,4,444
Jenny Chander,81,5,3369.4074999999993,1,1,1,111
Jenny Chen,310,2,39.980000000000004,4,3,4,434
Jenny Ferrier,67,4,4900.679999999999,1,2,1,121
Jenny Goel,33,2,1145.48,1,3,2,132
Jenny Guo,251,2,25.479999999999997,3,3,4,334
Jenny He,208,4,1169.46,3,2,2,322
Jenny Hu,98,5,106.56,2,1,3,213
Jenny Huang,229,1,35.0,3,4,4,344
Jenny Kumar,203,3,3936.5424999999996,3,3,1,331
Jenny Lal,159,7,6944.582499999999,2,1,1,211
Jenny Li,223,2,78.97999999999999,3,3,3,333
Jenny Liang,237,2,123.97999999999999,3,3,3,333
Jenny Lin,169,3,2781.5424999999996,3,3,1,331
Jenny Liu,129,6,81.80999999999999,2,1,3,213
Jenny Lu,117,3,75.47,2,3,3,233
Jenny Luo,52,5,1589.75,1,1,2,112
Jenny McDonald,142,4,53.96000000000001,2,2,3,223
Jenny Nara,357,1,34.99,4,4,4,444
Jenny Nath,104,4,4540.4696,2,2,1,221
Jenny Pal,61,6,151.94,1,1,3,113
Jenny Rai,381,4,5955.23,4,2,1,421
Jenny Raje,270,3,69.97,4,3,3,433
Jenny Raji,75,4,72.96,1,2,3,123
Jenny Shan,120,3,92.97,2,3,3,233
Jenny She,73,1,1120.49,1,4,2,142
Jenny Shen,232,3,69.97,3,3,3,333
Jenny Sun,196,6,4066.929999999999,3,1,1,311
Jenny Tang,153,5,5621.239599999999,2,1,1,211
Jenny Wagner,1060,1,3578.27,4,4,1,441
Jenny Wu,301,2,1155.48,4,3,2,432
Jenny Xu,52,11,7685.4282,1,1,1,111
Jenny Yang,95,1,4.99,2,4,4,244
Jenny Ye,236,2,2120.9275,3,3,2,332
Jenny Zeng,33,3,5006.7,1,3,1,131
Jenny Zhang,359,2,2120.9275,4,3,2,432
Jenny Zheng,32,6,4747.299999999999,1,1,1,111
Jenny Zhou,75,4,96.27000000000001,1,2,3,123
Jenny Zhu,315,6,186.94000000000003,4,1,3,413
Jenny Zimmerman,130,2,30.97,2,3,4,234
Jeremiah Diaz,42,4,3371.2495999999996,1,2,1,121
Jeremiah Edwards,80,2,94.47999999999999,1,3,3,133
Jeremiah Evans,240,1,4.99,3,4,4,344
Jeremiah Flores,141,2,1155.48,2,3,2,232
Jeremiah Garcia,176,1,28.99,3,4,4,344
Jeremiah Gonzales,45,3,34.47,1,3,4,134
Jeremiah Gonzalez,79,7,128.91,1,1,3,113
Jeremiah Gray,243,2,4144.34,3,3,1,331
Jeremiah Green,210,2,13.98,3,3,4,334
Jeremiah Griffin,56,4,6869.612499999999,1,2,1,121
Jeremiah Hall,363,4,6058.21,4,2,1,421
Jeremiah Harris,230,2,1735.98,3,3,2,332
Jeremiah Hayes,251,5,128.55,3,1,3,313
Jeremiah Henderson,73,4,2369.959999999999,1,2,2,122
Jeremiah Hernandez,69,2,574.98,1,3,2,132
Jeremiah Hill,36,2,119.97999999999999,1,3,3,133
Jeremiah Howard,197,4,1547.5682000000002,3,2,2,322
Jeremiah Hughes,272,5,584.9000000000001,4,1,2,412
Jeremiah Jackson,31,6,2409.949999999999,1,1,2,112
Jeremiah James,45,11,287.7,1,1,2,112
Jeremiah Jenkins,23,1,28.99,1,4,4,144
Jeremiah Johnson,67,6,146.74999999999997,1,1,3,113
Jeremiah Jones,61,3,2332.2799999999997,1,3,2,132
Jeremiah King,70,5,2397.909999999999,1,1,2,112
Jeremiah Lee,58,2,12.940000000000001,1,3,4,134
Jeremiah Lewis,24,6,119.86000000000001,1,1,3,113
Jeremiah Long,66,2,56.97,1,3,3,133
Jeremiah Lopez,38,5,3286.918199999999,1,1,1,111
Jeremiah Martin,148,4,1764.96,2,2,2,222
Jeremiah Martinez,76,3,5997.33,1,3,1,131
Jeremiah Miller,323,6,2840.012499999999,4,1,1,411
Jeremiah Mitchell,349,1,69.99,4,4,3,443
Jeremiah Moore,132,2,123.97999999999999,2,3,3,233
Jeremiah Morris,431,1,2049.0982,4,4,2,442
Jeremiah Ross,220,2,39.980000000000004,3,3,4,334
Jeremiah Russell,101,3,165.28,2,3,3,233
Jeremiah Sanchez,324,1,21.98,4,4,4,444
Jeremiah Sanders,324,1,29.99,4,4,4,444
Jeremiah Scott,352,4,1254.47,4,2,2,422
Jeremiah Simmons,200,1,21.98,3,4,4,344
Jeremiah Smith,310,1,69.99,4,4,3,443
Jeremiah Stewart,296,2,59.980000000000004,4,3,3,433
Jeremiah Taylor,97,2,78.97999999999999,2,3,3,233
Jeremiah Thomas,47,3,1760.47,1,3,2,132
Jeremiah Townsend,604,1,1000.4375,4,4,2,442
Jeremiah Turner,256,4,791.32,3,2,2,322
Jeremiah Walker,37,3,69.97,1,3,3,133
Jeremy Adams,39,2,39.980000000000004,1,3,4,134
Jeremy Alexander,39,2,78.97999999999999,1,3,3,133
Jeremy Allen,308,2,1249.84,4,3,2,432
Jeremy Anderson,94,5,127.76,2,1,3,213
Jeremy Bailey,77,3,128.97,1,3,3,133
Jeremy Baker,102,4,600.46,2,2,2,222
Jeremy Barnes,264,2,54.980000000000004,4,3,3,433
Jeremy Bell,134,2,49.48,2,3,4,234
Jeremy Bennett,53,5,165.95,1,1,3,113
Jeremy Brooks,335,2,7.28,4,3,4,434
Jeremy Bryant,73,4,94.46,1,2,3,123
Jeremy Butler,22,5,113.96000000000001,1,1,3,113
Jeremy Campbell,314,4,562.96,4,2,2,422
Jeremy Carter,107,3,37.269999999999996,2,3,4,234
Jeremy Clark,193,2,39.980000000000004,3,3,4,334
Jeremy Collins,98,4,4803.33,2,2,1,221
Jeremy Cook,1,3,71.58000000000001,1,3,3,133
Jeremy Cooper,255,3,36.269999999999996,3,3,4,334
Jeremy Cox,244,2,133.49,3,3,3,333
Jeremy Davis,128,2,27.279999999999998,2,3,4,234
Jeremy Murphy,70,4,6021.82,1,2,1,121
Jeremy Nelson,255,4,77.96,3,2,3,323
Jeremy Parker,311,2,78.97999999999999,4,3,3,433
Jeremy Patterson,170,3,2319.2599999999998,3,3,2,332
Jeremy Perez,286,3,2376.9599999999996,4,3,2,432
Jeremy Perry,166,2,27.279999999999998,2,3,4,234
Jeremy Peterson,291,1,4.99,4,4,4,444
Jeremy Phillips,316,2,6021.62,4,3,1,431
Jeremy Powell,34,8,6498.24,1,1,1,111
Jeremy Price,242,5,2744.522499999999,3,1,1,311
Jeremy Ramirez,181,2,59.980000000000004,3,3,3,333
Jeremy Reed,250,2,27.279999999999998,3,3,4,334
Jeremy Richardson,133,5,5940.54,2,1,1,211
Jeremy Rivera,322,1,4.99,4,4,4,444
Jeremy Roberts,206,4,2461.5499999999997,3,2,2,322
Jeremy Robinson,202,5,3382.3974999999996,3,1,1,311
Jeremy Rodriguez,220,4,1784.96,3,2,2,322
Jeremy Rogers,184,4,1584.76,3,2,2,322
Jeremy Ward,182,1,32.6,3,4,4,344
Jeremy Washington,255,3,42.97,3,3,4,334
Jeremy Watson,393,3,1218.98,4,3,2,432
Jeremy White,92,3,58.47,2,3,3,233
Jeremy Wilson,154,3,128.97,2,3,3,233
Jeremy Wood,429,1,2071.4196,4,4,2,442
Jeremy Wright,308,2,6.28,4,3,4,434
Jeremy Young,194,5,5983.219999999999,3,1,1,311
Jermaine Arthur,46,2,574.98,1,3,2,132
Jermaine Chandra,145,3,5108.759599999999,2,3,1,231
Jermaine Fernandez,105,4,96.07000000000001,2,2,3,223
Jermaine Garcia,338,3,42.28,4,3,4,434
Jermaine Gonzalez,199,2,777.34,3,3,2,332
Jermaine Kapoor,83,4,2422.5399999999995,1,2,2,122
Jermaine Lopez,151,5,8090.33,2,1,1,211
Jermaine Madan,267,2,39.980000000000004,4,3,4,434
Jermaine Martinez,113,2,4391.4096,2,3,1,231
Jermaine Mehta,96,2,574.98,2,3,2,232
Jermaine Patel,242,4,571.72,3,2,2,322
Jermaine Perez,276,2,7.28,4,3,4,434
Jermaine Prasad,96,3,4490.479600000001,2,3,1,231
Jermaine Raman,107,4,4375.0581999999995,2,2,1,221
Jermaine Rana,329,2,2419.06,4,3,2,432
Jermaine Rodriguez,266,4,4769.4025,4,2,1,421
Jermaine Sai,69,5,178.45,1,1,3,113
Jermaine Sanchez,110,2,23.779999999999998,2,3,4,234
Jermaine Sara,168,3,1763.97,3,3,2,332
Jermaine Subram,282,4,2452.0399999999995,4,2,2,422
Jermaine Weber,21,2,6.28,1,3,4,134
Jerome Alonso,80,3,553.97,1,3,2,132
Jerome Browning,34,1,49.99,1,4,3,143
Jerome Carlson,94,2,791.47,2,3,2,232
Jerome Diaz,229,5,4526.522499999999,3,1,1,311
Jerome Dominguez,54,4,3942.0324999999993,1,2,1,121
Jerome Gill,130,1,4.99,2,4,4,244
Jerome Gomez,242,2,2120.9275,3,3,2,332
Jerome Gutierrez,183,5,2420.4599999999996,3,1,2,312
Jerome Hernandez,57,5,2771.522499999999,1,1,1,111
Jerome Johnsen,110,4,600.46,2,2,2,222
Jerome Martin,104,3,3177.4381999999996,2,3,1,231
Jerome Navarro,17,36,757.27,1,1,2,112
Jerome Ramos,97,4,588.96,2,2,2,222
Jerome Romero,193,8,8161.999999999999,3,1,1,311
Jerome Rubio,92,4,5913.24,2,2,1,221
Jerome Ruiz,330,4,98.96,4,2,3,423
Jerome Sanz,157,3,36.269999999999996,2,3,4,234
Jerome Serrano,322,2,3882.5525,4,3,1,431
Jerome Suarez,170,5,6139.589999999999,3,1,1,311
Jerome Torres,282,4,4803.32,4,2,1,421
Jerome Vazquez,277,3,3936.5424999999996,4,3,1,431
Jerry Andersen,217,5,2515.2499999999995,3,1,2,312
Jerry Becker,139,1,1120.49,2,4,2,242
Jerry Chande,71,3,4752.75,1,3,1,131
Jerry Chander,1046,1,3578.27,4,4,1,441
Jerry Deng,93,4,119.96000000000001,2,2,3,223
Jerry Ferrier,32,5,2588.0681999999997,1,1,1,111
Jerry Johnsen,237,1,69.99,3,4,3,343
Jerry Kumar,192,2,4320.62,3,3,1,331
Jerry Lal,188,3,34.47,3,3,4,334
Jerry Luo,32,2,4144.34,1,3,1,131
Jerry Nara,354,1,4.99,4,4,4,444
Jerry Nath,84,4,109.97,1,2,3,123
Jerry Pal,243,2,1223.84,3,3,2,332
Jerry Rai,124,2,30.97,2,3,4,234
Jerry Raje,227,1,564.99,3,4,2,342
Jerry Shan,373,2,3443.7875,4,3,1,431
Jerry Sharma,39,7,6812.118199999999,1,1,1,111
Jerry She,144,5,5196.739599999999,2,1,1,211
Jerry Shen,132,4,563.96,2,2,2,222
Jerry Tang,373,1,742.35,4,4,2,442
Jerry Xie,105,2,58.980000000000004,2,3,3,233
Jerry Xu,36,4,1732.26,1,2,2,122
Jerry Yuan,11,1,34.99,1,4,4,144
Jesse Adams,174,2,68.49,3,3,3,333
Jesse Allen,988,1,3578.27,4,4,1,441
Jesse Bailey,198,1,4.99,3,4,4,344
Jesse Baker,324,1,539.99,4,4,2,442
Jesse Bell,210,3,67.93,3,3,3,333
Jesse Brooks,194,4,567.76,3,2,2,322
Jesse Campbell,84,1,539.99,1,4,2,142
Jesse Carter,155,3,166.28,2,3,3,233
Jesse Cook,211,2,32.28,3,3,4,334
Jesse Cox,207,1,32.6,3,4,4,344
Jesse Edwards,223,2,1170.48,3,3,2,332
Jesse Evans,167,2,39.980000000000004,2,3,4,234
Jesse Gonzalez,102,1,29.99,2,4,4,244
Jesse Gray,36,8,197.04000000000002,1,1,3,113
Jesse Green,316,2,34.98,4,3,4,434
Jesse Hall,100,3,1938.47,2,3,2,232
Jesse Hernandez,75,3,68.97,1,3,3,133
Jesse Howard,125,3,2756.5424999999996,2,3,1,231
Jesse James,334,5,132.95000000000002,4,1,3,413
Jesse Kelly,332,4,604.96,4,2,2,422
Jesse King,199,4,81.25999999999999,3,2,3,323
Jesse Lopez,365,2,75.48,4,3,3,433
Jesse Mitchell,247,1,4.99,3,4,4,344
Jesse Morgan,235,1,24.99,3,4,4,344
Jesse Morris,322,2,14.98,4,3,4,434
Jesse Murphy,300,3,2350.9599999999996,4,3,2,432
Jesse Nelson,71,3,88.97,1,3,3,133
Jesse Parker,163,2,548.98,2,3,2,232
Jesse Perez,39,3,37.269999999999996,1,3,4,134
Jesse Peterson,330,2,14.98,4,3,4,434
Jesse Phillips,194,2,36.59,3,3,4,334
Jesse Ramirez,327,3,89.97,4,3,3,433
Jesse Reed,150,5,1777.95,2,1,2,212
Jesse Richardson,172,3,4649.83,3,3,1,331
Jesse Rivera,274,2,13.98,4,3,4,434
Jesse Roberts,57,2,586.97,1,3,2,132
Jesse Rogers,76,3,2334.9799999999996,1,3,2,132
Jesse Sanchez,115,7,5630.2082,2,1,1,211
Jesse Sanders,284,3,128.97,4,3,3,433
Jesse Scott,188,5,3401.3874999999994,3,1,1,311
Jesse Stewart,115,2,78.97999999999999,2,3,3,233
Jesse Torres,330,1,32.6,4,4,4,444
Jesse Turner,33,4,6021.82,1,2,1,121
Jesse Ward,213,1,539.99,3,4,2,342
Jesse Watson,40,2,39.980000000000004,1,3,4,134
Jesse Wright,99,3,4468.1582,2,3,1,231
Jesse Young,268,2,119.97999999999999,4,3,3,433
Jessica Alexander,224,5,5973.24,3,1,1,311
Jessica Anderson,59,3,128.97,1,3,3,133
Jessica Bailey,3,13,321.39000000000004,1,1,2,112
Jessica Barnes,268,5,80.94,4,1,3,413
Jessica Bell,76,4,4233.32,1,2,1,121
Jessica Bennett,55,2,574.98,1,3,2,132
Jessica Brooks,259,4,810.32,3,2,2,322
Jessica Brown,295,4,5970.23,4,2,1,421
Jessica Bryant,126,2,7.28,2,3,4,234
Jessica Butler,112,2,7.28,2,3,4,234
Jessica Clark,996,1,3578.27,4,4,1,441
Jessica Coleman,71,4,5603.239599999999,1,2,1,121
Jessica Cook,254,2,561.48,3,3,2,332
Jessica Cooper,372,2,574.98,4,3,2,432
Jessica Cox,160,2,27.279999999999998,2,3,4,234
Jessica Davis,1018,1,3578.27,4,4,1,441
Jessica Diaz,131,3,1775.47,2,3,2,232
Jessica Flores,483,1,2049.0982,4,4,2,442
Jessica Foster,329,3,51.459999999999994,4,3,3,433
Jessica Garcia,82,1,4.99,1,4,4,144
Jessica Gonzales,92,5,114.96000000000001,2,1,3,213
Jessica Gray,332,2,3443.7875,4,3,1,431
Jessica Griffin,301,2,6.28,4,3,4,434
Jessica Hall,84,2,34.89,1,3,4,134
Jessica Harris,7,3,31.269999999999996,1,3,4,134
Jessica Henderson,18,5,202.57,1,1,3,113
Jessica Howard,135,2,34.98,2,3,4,234
Jessica Hughes,106,2,564.48,2,3,2,232
Jessica Jackson,276,2,23.779999999999998,4,3,4,434
Jessica James,31,2,119.97999999999999,1,3,3,133
Jessica Jenkins,116,2,2354.9799999999996,2,3,2,232
Jessica Johnson,93,3,4773.33,2,3,1,231
Jessica Jones,8,1,24.99,1,4,4,144
Jessica Kelly,284,3,69.97,4,3,3,433
Jessica Lee,148,2,133.49,2,3,3,233
Jessica Lewis,237,4,5798.039999999999,3,2,1,321
Jessica Long,134,2,13.98,2,3,4,234
Jessica Martin,66,3,4397.75,1,3,1,131
Jessica Martinez,230,5,3376.8874999999994,3,1,1,311
Jessica Miller,79,2,24.27,1,3,4,134
Jessica Moore,161,6,76.76000000000002,2,1,3,213
Jessica Morgan,110,2,1754.98,2,3,2,232
Jessica Morris,342,1,8.99,4,4,4,444
Jessica Murphy,215,2,603.49,3,3,2,332
Jessica Patterson,106,5,6950.602499999999,2,1,1,211
Jessica Perry,901,1,3578.27,4,4,1,441
Jessica Peterson,42,11,247.01000000000002,1,1,3,113
Jessica Powell,119,3,4397.75,2,3,1,231
Jessica Ramirez,280,2,2419.06,4,3,2,432
Jessica Reed,226,2,548.98,3,3,2,332
Jessica Richardson,277,2,123.97999999999999,4,3,3,433
Jessica Rivera,61,5,4532.9696,1,1,1,111
Jessica Robinson,51,3,554.97,1,3,2,132
Jessica Rodriguez,189,2,2483.98,3,3,2,332
Jessica Rogers,161,2,603.49,2,3,2,232
Jessica Ross,221,2,1819.5882000000001,3,3,2,332
Jessica Russell,454,1,1000.4375,4,4,2,442
Jessica Sanchez,61,3,5997.33,1,3,1,131
Jessica Sanders,80,2,38.980000000000004,1,3,4,134
Jessica Simmons,117,3,2398.0499999999997,2,3,2,232
Jessica Smith,119,2,574.98,2,3,2,232
Jessica Stewart,195,5,103.55000000000001,3,1,3,313
Jessica Taylor,236,1,35.0,3,4,4,344
Jessica Thomas,9,4,125.44999999999999,1,2,3,123
Jessica Thompson,240,1,4.99,3,4,4,344
Jessica Torres,85,3,68.97,2,3,3,233
Jessica Walker,203,3,5768.049999999999,3,3,1,331
Jessica Ward,101,4,4423.379599999999,2,2,1,221
Jessica Watson,199,4,603.96,3,2,2,322
Jessica White,179,2,1155.48,3,3,2,332
Jessica Williams,184,2,44.980000000000004,3,3,4,334
Jessica Wilson,81,4,44.57,1,2,4,124
Jessica Wood,146,3,47.940000000000005,2,3,4,234
Jessie Alonso,347,2,5898.26,4,3,1,431
Jessie Alvarez,134,4,5121.428199999999,2,2,1,221
Jessie Blanco,339,3,2510.9399999999996,4,3,2,432
Jessie Cai,99,4,114.96000000000001,2,2,3,223
Jessie Carlson,321,3,89.98,4,3,3,433
Jessie Chen,187,2,1174.48,3,3,2,332
Jessie Dominguez,300,2,6.28,4,3,4,434
Jessie Gao,54,4,3059.0781999999995,1,2,1,121
Jessie Guo,343,3,120.47,4,3,3,433
Jessie Gutierrez,268,3,15.23,4,3,4,434
Jessie He,170,2,796.34,3,3,2,332
Jessie Hernandez,146,4,2735.5324999999993,2,2,1,221
Jessie Hu,31,2,28.979999999999997,1,3,4,134
Jessie Huang,47,2,14.98,1,3,4,134
Jessie Jimenez,189,7,8119.8099999999995,3,1,1,311
Jessie Liang,164,1,24.99,2,4,4,244
Jessie Liu,227,3,8079.049999999999,3,3,1,331
Jessie Ma,243,2,6.28,3,3,4,334
Jessie Moreno,59,2,4624.9125,1,3,1,131
Jessie Munoz,40,2,1155.48,1,3,2,132
Jessie Navarro,94,2,23.779999999999998,2,3,4,234
Jessie Ortega,276,5,6060.5,4,1,1,411
Jessie Ramos,205,6,8129.019999999999,3,1,1,311
Jessie Romero,160,4,2180.4074999999993,2,2,2,222
Jessie Rubio,121,2,2419.06,2,3,2,232
Jessie Sanz,302,2,1223.84,4,3,2,432
Jessie Serrano,28,2,32.28,1,3,4,134
Jessie She,31,5,6768.138199999999,1,1,1,111
Jessie Suarez,55,3,4478.8425,1,3,1,131
Jessie Travers,89,3,166.28,2,3,3,233
Jessie Vazquez,232,4,4533.522499999999,3,2,1,321
Jessie Wang,233,5,5921.19,3,1,1,311
Jessie Wu,196,1,32.6,3,4,4,344
Jessie Xu,182,1,539.99,3,4,2,342
Jessie Yang,217,3,36.269999999999996,3,3,4,334
Jessie Ye,356,2,24.27,4,3,4,434
Jessie Zeng,296,2,36.59,4,3,4,434
Jessie Zhao,96,9,6591.569999999999,2,1,1,211
Jessie Zheng,59,3,3001.0424999999996,1,3,1,131
Jessie Zhou,189,2,6021.62,3,3,1,331
Jessie Zhu,30,4,34.559999999999995,1,2,4,124
Jill Alonso,288,3,756.33,4,3,2,432
Jill Ashe,242,4,2715.4074999999993,3,2,1,321
Jill Blanco,103,3,32.269999999999996,2,3,4,234
Jill Carlson,114,5,4696.4925,2,1,1,211
Jill Diaz,46,5,3946.522499999999,1,1,1,111
Jill Dominguez,281,3,36.269999999999996,4,3,4,434
Jill Gill,237,2,548.98,3,3,2,332
Jill Gomez,263,4,103.96000000000001,3,2,3,323
Jill Gutierrez,114,5,1952.45,2,1,2,212
Jill Hernandez,198,6,230.25,3,1,3,313
Jill Jimenez,113,5,6474.62,2,1,1,211
Jill Martin,19,11,240.01000000000002,1,1,3,113
Jill Martinez,119,5,4829.389999999999,2,1,1,211
Jill Miller,206,2,2329.9799999999996,3,3,2,332
Jill Moore,292,2,39.980000000000004,4,3,4,434
Jill Moreno,37,5,5910.219999999999,1,1,1,111
Jill Munoz,363,2,7.28,4,3,4,434
Jill Murphy,308,2,2120.9275,4,3,2,432
Jill Navarro,205,2,56.97,3,3,3,333
Jill Ortega,223,5,6093.2,3,1,1,311
Jill Patterson,300,2,2419.06,4,3,2,432
Jill Perry,199,3,32.269999999999996,3,3,4,334
Jill Ramos,370,2,2483.98,4,3,2,432
Jill Rubio,35,6,140.54999999999998,1,1,3,113
Jill Ruiz,258,9,141.91,3,1,3,313
Jill Sandoval,11,6,133.55,1,1,3,113
Jill Serrano,232,4,1212.97,3,2,2,322
Jill Suarez,31,8,7997.9196,1,1,1,111
Jill Travers,147,3,77.27,2,3,3,233
Jill Vazquez,67,5,2770.522499999999,1,1,1,111
Jillian Arthur,158,2,30.97,2,3,4,234
Jillian Fernandez,171,8,5649.209599999999,3,1,1,311
Jillian Garcia,11,5,242.27000000000004,1,1,3,113
Jillian Gonzalez,88,4,2481.8199999999993,2,2,2,222
Jillian Kapoor,115,5,78.86000000000001,2,1,3,213
Jillian Lopez,365,3,89.97,4,3,3,433
Jillian Madan,235,2,14.98,3,3,4,334
Jillian Malhotra,250,3,62.97,3,3,3,333
Jillian Martinez,358,3,2398.0499999999997,4,3,2,432
Jillian Mehta,118,2,58.980000000000004,2,3,3,233
Jillian Patel,352,5,1390.95,4,1,2,412
Jillian Perez,184,2,11.940000000000001,3,3,4,334
Jillian Prasad,187,3,4464.0882,3,3,1,331
Jillian Raman,181,4,1173.96,3,2,2,322
Jillian Rana,231,2,1155.48,3,3,2,332
Jillian Rodriguez,350,2,38.980000000000004,4,3,4,434
Jillian Sai,74,2,1735.98,1,3,2,132
Jillian Saunders,169,2,39.99,3,3,4,334
Jillian Srini,127,3,60.47,2,3,3,233
Jillian Suri,98,5,4466.3895999999995,2,1,1,211
Jillian Vance,14,6,242.95000000000002,1,1,3,113
Jim Rodman,37,2,2994.0881999999997,1,3,1,131
Jimmy Alonso,37,5,126.55999999999999,1,1,3,113
Jimmy Ashe,280,2,14.98,4,3,4,434
Jimmy Blanco,47,5,138.45,1,1,3,113
Jimmy Carlson,258,1,8.99,3,4,4,344
Jimmy Diaz,187,2,38.980000000000004,3,3,4,334
Jimmy Dominguez,80,5,4702.3925,1,1,1,111
Jimmy Gill,179,3,628.97,3,3,2,332
Jimmy Gomez,24,4,72.96,1,2,3,123
Jimmy Gutierrez,120,5,6973.8099999999995,2,1,1,211
Jimmy Hernandez,352,3,49.97,4,3,3,433
Jimmy Jimenez,223,5,1371.95,3,1,2,312
Jimmy Martin,336,2,28.979999999999997,4,3,4,434
Jimmy Moreno,78,7,6565.289999999999,1,1,1,111
Jimmy Munoz,172,3,61.97,3,3,3,333
Jimmy Navarro,1077,1,3578.27,4,4,1,441
Jimmy Ortega,288,3,68.97,4,3,3,433
Jimmy Ramos,93,3,89.97,2,3,3,233
Jimmy Romero,325,3,42.28,4,3,4,434
Jimmy Rubio,367,5,2547.9499999999994,4,1,1,411
Jimmy Ruiz,313,4,588.96,4,2,2,422
Jimmy Sanz,230,4,114.46000000000001,3,2,3,323
Jimmy Serrano,200,5,3001.022499999999,3,1,1,311
Jimmy Suarez,184,2,32.28,3,3,4,334
Jimmy Travers,146,4,6829.4696,2,2,1,221
Jimmy Vazquez,138,10,6906.088199999999,2,1,1,211
Joan Carter,284,1,4.99,4,4,4,444
Joan Coleman,202,7,158.93,3,1,3,313
Joan Collins,248,2,1750.98,3,3,2,332
Joan Cook,208,1,4.99,3,4,4,344
Joan Gao,207,3,1164.47,3,3,2,332
Joan Hernandez,92,3,4921.69,2,3,1,231
Joan James,355,4,44.910000000000004,4,2,4,424
Joan Jenkins,71,5,4489.5682,1,1,1,111
Joan King,159,5,3152.959999999999,2,1,1,211
Joan Long,234,2,67.49,3,3,3,333
Joan Martin,114,4,1253.0682000000002,2,2,2,222
Joan Morgan,60,3,624.97,1,3,2,132
Joan Navarro,115,2,39.980000000000004,2,3,4,234
Joan Ross,204,6,119.35,3,1,3,313
Joan Vazquez,36,6,147.23000000000002,1,1,3,113
Joan Washington,343,6,5959.709999999999,4,1,1,411
Joan Watson,50,4,93.46,1,2,3,123
Joanna Alonso,38,2,548.98,1,3,2,132
Joanna Ashe,297,5,2744.522499999999,4,1,1,411
Joanna Blanco,181,4,76.96,3,2,3,323
Joanna Carlson,11,4,66.26,1,2,3,123
Joanna Dominguez,91,4,2416.4499999999994,2,2,2,222
Joanna Gill,69,2,38.980000000000004,1,3,4,134
Joanna Gutierrez,298,3,89.97,4,3,3,433
Joanna Hernandez,392,5,3511.7574999999993,4,1,1,411
Joanna Johnston,24,4,113.96000000000001,1,2,3,123
Joanna Moreno,129,5,613.45,2,1,2,212
Joanna Munoz,240,3,3262.83,3,3,1,331
Joanna Ortega,175,4,4761.74,3,2,1,321
Joanna Ramos,114,3,3322.7174999999997,2,3,1,231
Joanna Romero,165,3,42.93,2,3,4,234
Joanna Sanz,327,5,638.95,4,1,2,412
Joanna Serrano,94,6,1976.94,2,1,2,212
Joanna Suarez,13,2,78.97999999999999,1,3,3,133
Joanna Torres,228,1,4.99,3,4,4,344
Joanna Vazquez,159,7,8164.009999999998,2,1,1,211
Jocelyn Alexander,237,3,102.49,3,3,3,333
Jocelyn Barnes,257,2,548.98,3,3,2,332
Jocelyn Bradley,249,2,7.28,3,3,4,334
Jocelyn Bryant,322,2,32.28,4,3,4,434
Jocelyn Coleman,193,3,6054.22,3,3,1,331
Jocelyn Diaz,130,5,4524.4596,2,1,1,211
Jocelyn Flores,195,5,147.95000000000002,3,1,3,313
Jocelyn Foster,279,2,119.97999999999999,4,3,3,433
Jocelyn Gonzales,109,4,190.26999999999998,2,2,3,223
Jocelyn Griffin,340,1,3.99,4,4,4,444
Jocelyn Hayes,37,3,159.99,1,3,3,133
Jocelyn Henderson,191,5,5780.989999999999,3,1,1,311
Jocelyn Hughes,36,1,539.99,1,4,2,142
Jocelyn Jenkins,237,4,600.46,3,2,2,322
Jocelyn Long,134,5,5965.219999999999,2,1,1,211
Jocelyn Patterson,362,3,64.47,4,3,3,433
Jocelyn Perry,947,1,3578.27,4,4,1,441
Jocelyn Powell,108,4,2641.8895999999995,2,2,1,221
Jocelyn Price,712,1,2443.35,4,4,2,442
Jocelyn Ross,218,3,23.97,3,3,4,334
Jocelyn Russell,289,4,562.96,4,2,2,422
Jocelyn Washington,131,2,3882.5525,2,3,1,231
Jocelyn Wood,61,3,4464.479600000001,1,3,1,131
Jodi Anand,43,1,21.49,1,4,4,144
Jodi Andersen,76,2,78.97999999999999,1,3,3,133
Jodi Becker,91,4,191.26999999999998,2,2,3,223
Jodi Chapman,285,3,3917.5424999999996,4,3,1,431
Jodi Chavez,305,4,6035.599999999999,4,2,1,421
Jodi Deng,186,5,2700.0481999999997,3,1,1,311
Jodi Goel,186,4,6035.599999999999,3,2,1,321
Jodi Jai,90,2,58.980000000000004,2,3,3,233
Jodi Kumar,102,5,3021.022499999999,2,1,1,211
Jodi Lal,266,3,64.47,4,3,3,433
Jodi Luo,135,2,68.49,2,3,3,233
Jodi Nara,297,2,1709.98,4,3,2,432
Jodi Nath,317,2,25.479999999999997,4,3,4,434
Jodi Pal,292,3,1775.97,4,3,2,432
Jodi Rai,158,2,7.28,2,3,4,234
Jodi Raje,248,5,74.45,3,1,3,313
Jodi Shan,50,6,7255.66,1,1,1,111
